loan_id,property_type,region,origination_date,maturity_date,rate_type,interest_rate_pct,original_loan_amount,current_balance,appraised_value,net_operating_income,occupancy_pct,ltv,dscr,debt_yield,interest_coverage,covenant_status,delinquency_status,watchlist_rating,defaulted
L0578,Mixed-Use,Northeast,2024-11-09,2027-11-09,Floating,6.35,4750883.0,4685594.0,7454200.0,488030.0,88.7,0.6286,1.43,0.1042,1.64,Compliant,Current,Pass,0
L0579,Retail,Midwest,2023-04-27,2028-04-25,Fixed,7.32,8595382.0,8318446.0,9997064.0,719402.0,91.3,0.8321,1.03,0.0865,1.18,Compliant,Current,Watch,0
L0580,Multifamily,West,2022-01-15,2027-01-14,Fixed,7.09,4689010.0,4465942.0,4255481.0,312628.0,72.4,1.0495,0.86,0.07,0.99,Compliant,Current,High Risk,0
L0581,Multifamily,West,2019-12-11,2026-12-09,Fixed,5.19,7708066.0,7147257.0,8959884.0,607602.0,79.1,0.7977,1.42,0.085,1.64,Compliant,Current,Watch,0
L0582,Mixed-Use,Northeast,2022-05-23,2025-05-22,Fixed,6.04,18933353.0,18112320.0,26051549.0,1893827.0,78.6,0.6952,1.51,0.1046,1.73,Compliant,Current,Pass,0
L0583,Retail,Southeast,2020-07-17,2023-07-17,Floating,7.26,21208871.0,19818499.0,24259615.0,1564060.0,81.9,0.8169,0.95,0.0789,1.09,Compliant,Current,High Risk,0
L0584,Multifamily,Southwest,2023-03-24,2026-03-23,Floating,7.2,14850568.0,14355495.0,22215869.0,1423456.0,98.7,0.6462,1.2,0.0992,1.38,Compliant,Current,Pass,0
L0585,Retail,Southeast,2023-12-04,2026-12-03,Fixed,7.08,6283354.0,6126563.0,9571350.0,582606.0,80.0,0.6401,1.17,0.0951,1.34,Compliant,Current,Pass,0
L0586,Multifamily,Southeast,2021-04-13,2026-04-12,Fixed,6.55,11665385.0,11004197.0,18997495.0,1307423.0,97.3,0.5792,1.58,0.1188,1.82,Compliant,Current,Pass,0
L0587,Office,Northeast,2023-12-28,2030-12-26,Floating,7.1,6656871.0,6496011.0,7311481.0,541072.0,71.7,0.8885,1.02,0.0833,1.17,Compliant,Current,High Risk,0
L0588,Office,Northeast,2022-08-28,2032-08-25,Fixed,6.51,14047692.0,13483321.0,14296846.0,1020452.0,68.4,0.9431,1.01,0.0757,1.16,Compliant,Current,High Risk,0
L0589,Office,Northeast,2022-11-03,2029-11-01,Fixed,7.62,14055192.0,13521480.0,15922309.0,860404.0,68.8,0.8492,0.73,0.0636,0.83,Compliant,90+ Days,High Risk,1
L0590,Office,Northeast,2023-03-16,2026-03-15,Floating,6.22,19583797.0,18925781.0,32657332.0,1780469.0,96.1,0.5795,1.32,0.0941,1.51,Compliant,Current,Pass,0
L0591,Office,West,2021-03-11,2026-03-10,Fixed,6.24,52382682.0,49356829.0,60962922.0,4568120.0,71.5,0.8096,1.29,0.0926,1.48,Compliant,Current,Watch,0
L0592,Industrial,Northeast,2023-12-15,2026-12-14,Fixed,5.29,3446460.0,3361706.0,6006620.0,399976.0,99.5,0.5597,1.96,0.119,2.25,Compliant,Current,Pass,0
L0593,Office,West,2019-03-25,2024-03-23,Fixed,5.11,14384469.0,13214479.0,11966426.0,801043.0,65.5,1.1043,1.03,0.0606,1.19,Breached,30-60 Days,High Risk,0
L0594,Multifamily,West,2024-05-08,2029-05-07,Floating,6.89,4377494.0,4290712.0,7742625.0,516728.0,100.0,0.5542,1.52,0.1204,1.75,Compliant,Current,Pass,0
L0595,Hospitality,Northeast,2024-06-21,2027-06-21,Fixed,5.55,16679697.0,16373156.0,18221365.0,1471644.0,70.8,0.8986,1.41,0.0899,1.62,Compliant,Current,High Risk,0
L0596,Multifamily,Midwest,2019-03-26,2022-03-25,Fixed,6.15,7458658.0,6852238.0,12189287.0,743345.0,94.2,0.5622,1.53,0.1085,1.76,Compliant,Current,Pass,0
L0597,Industrial,Southwest,2021-11-06,2031-11-04,Fixed,7.66,4395998.0,4176752.0,6349381.0,476519.0,97.3,0.6578,1.3,0.1141,1.49,Compliant,Current,Pass,0
L0598,Office,Southeast,2019-06-27,2024-06-25,Fixed,7.6,29742362.0,27415124.0,43779503.0,2937713.0,82.2,0.6262,1.23,0.1072,1.41,Compliant,Current,Pass,0
L0599,Office,West,2024-07-30,2029-07-29,Fixed,8.2,20717484.0,20363300.0,32709106.0,1654930.0,84.5,0.6226,0.86,0.0813,0.99,Compliant,Current,High Risk,0
L0600,Office,Southwest,2022-06-24,2025-06-23,Floating,8.07,27885096.0,26705213.0,49617659.0,2856803.0,73.2,0.5382,1.15,0.107,1.32,Compliant,Current,Pass,0
L0601,Office,Midwest,2020-08-06,2023-08-06,Fixed,8.36,13436329.0,12564330.0,20248387.0,1205523.0,72.7,0.6205,1.0,0.0959,1.15,Breached,90+ Days,High Risk,1
L0602,Multifamily,Southeast,2022-05-03,2032-04-30,Floating,6.99,11542231.0,11034120.0,16082450.0,1203578.0,92.4,0.6861,1.36,0.1091,1.56,Compliant,Current,Pass,0
L0603,Office,Southeast,2021-08-20,2024-08-19,Fixed,5.39,43268466.0,40999539.0,49624786.0,3773751.0,83.5,0.8262,1.49,0.092,1.71,Compliant,Current,Watch,0
L0604,Office,West,2020-01-14,2025-01-12,Fixed,5.3,17973090.0,16685528.0,22956268.0,1565266.0,77.5,0.7268,1.54,0.0938,1.77,Compliant,Current,Pass,0
L0605,Office,Northeast,2022-09-17,2025-09-16,Fixed,7.46,28071304.0,26961988.0,31982719.0,1928399.0,84.2,0.843,0.83,0.0715,0.96,Breached,90+ Days,High Risk,1
L0606,Multifamily,Midwest,2019-07-05,2024-07-03,Fixed,6.25,8544653.0,7878310.0,19866858.0,1128461.0,96.9,0.3966,1.99,0.1432,2.29,Compliant,Current,Pass,0
L0607,Multifamily,West,2021-04-09,2024-04-08,Fixed,6.31,17791418.0,16780670.0,26026142.0,1958161.0,90.3,0.6448,1.61,0.1167,1.85,Compliant,Current,Pass,0
L0608,Multifamily,Midwest,2024-06-12,2031-06-11,Fixed,5.71,8872894.0,8707202.0,16447297.0,878928.0,78.0,0.5294,1.54,0.1009,1.77,Compliant,Current,Pass,0
L0609,Retail,Northeast,2024-07-25,2031-07-24,Fixed,5.81,2819076.0,2770418.0,3850435.0,246678.0,83.0,0.7195,1.33,0.089,1.53,Compliant,Current,Pass,0
L0610,Industrial,Northeast,2023-12-07,2030-12-05,Floating,6.95,9958381.0,9710867.0,11495234.0,991812.0,100.0,0.8448,1.28,0.1021,1.47,Compliant,Current,Watch,0
L0611,Office,West,2022-11-25,2027-11-24,Fixed,5.25,13897445.0,13379775.0,17645864.0,1064432.0,80.7,0.7582,1.32,0.0796,1.52,Compliant,Current,Watch,0
L0612,Industrial,Northeast,2022-01-04,2029-01-02,Floating,6.83,4091679.0,3895547.0,7959146.0,426250.0,88.9,0.4894,1.39,0.1094,1.6,Compliant,Current,Pass,0
L0613,Retail,Southwest,2023-11-24,2028-11-22,Floating,7.96,8888538.0,8663817.0,15675939.0,769859.0,89.0,0.5527,0.97,0.0889,1.12,Compliant,Current,High Risk,0
L0614,Office,Southeast,2023-05-05,2028-05-03,Fixed,4.28,11011412.0,10659530.0,10833926.0,938608.0,83.4,0.9839,1.79,0.0881,2.06,Compliant,Current,High Risk,0
L0615,Hospitality,West,2020-08-01,2027-07-31,Fixed,4.81,120541628.0,112698827.0,125934618.0,8580888.0,62.9,0.8949,1.38,0.0761,1.58,Compliant,Current,High Risk,0
L0616,Mixed-Use,Midwest,2020-10-14,2023-10-14,Fixed,6.81,6256457.0,5864615.0,9874437.0,564604.0,94.9,0.5939,1.23,0.0963,1.41,Compliant,Current,Pass,0
L0617,Office,Southwest,2019-12-22,2022-12-21,Fixed,7.43,9237424.0,8568685.0,14432928.0,913572.0,82.0,0.5937,1.25,0.1066,1.44,Compliant,Current,Pass,0
L0618,Multifamily,West,2023-02-12,2030-02-10,Fixed,5.76,19359045.0,18688214.0,28575938.0,1686935.0,83.2,0.654,1.36,0.0903,1.57,Compliant,Current,Pass,0
L0619,Industrial,Northeast,2021-08-10,2024-08-09,Floating,4.8,9294502.0,8804058.0,15875934.0,765664.0,100.0,0.5546,1.57,0.087,1.81,Compliant,Current,Pass,0
L0620,Industrial,Northeast,2019-03-31,2024-03-29,Fixed,7.49,15952991.0,14658570.0,19061687.0,1374215.0,90.7,0.769,1.09,0.0937,1.25,Compliant,Current,Watch,0
L0621,Office,Northeast,2024-01-02,2028-12-31,Fixed,5.47,22188782.0,21656251.0,32421299.0,2117251.0,76.6,0.668,1.55,0.0978,1.79,Compliant,Current,Pass,0
L0622,Multifamily,Northeast,2020-04-15,2030-04-13,Floating,6.27,8711445.0,8113721.0,9313749.0,664488.0,83.9,0.8712,1.13,0.0819,1.31,Compliant,Current,High Risk,0
L0623,Multifamily,Midwest,2023-10-05,2033-10-02,Fixed,6.49,5620417.0,5469081.0,9927883.0,645898.0,97.1,0.5509,1.58,0.1181,1.82,Compliant,Current,Pass,0
L0624,Retail,Southwest,2024-09-20,2034-09-18,Floating,6.0,14418862.0,14197009.0,19971140.0,1321714.0,85.8,0.7109,1.35,0.0931,1.55,Compliant,Current,Pass,0
L0625,Retail,Southeast,2024-10-17,2029-10-16,Fixed,5.41,3938476.0,3881374.0,8303107.0,372698.0,92.4,0.4675,1.54,0.096,1.77,Compliant,Current,Pass,0
L0626,Multifamily,Midwest,2024-05-17,2027-05-17,Fixed,5.43,16318590.0,15999908.0,27874122.0,2039567.0,87.6,0.574,2.04,0.1275,2.35,Compliant,Current,Pass,0
L0627,Multifamily,Midwest,2019-09-13,2024-09-11,Fixed,7.87,19892762.0,18387235.0,26778411.0,1478308.0,86.7,0.6866,0.89,0.0804,1.02,Compliant,Current,High Risk,0
L0628,Industrial,Southeast,2021-09-14,2024-09-13,Fixed,7.24,9325758.0,8844396.0,13403278.0,770839.0,88.0,0.6599,1.05,0.0872,1.2,Compliant,Current,Watch,0
L0629,Office,Southeast,2022-07-24,2025-07-23,Floating,7.12,15227311.0,14598027.0,21468008.0,1293429.0,81.2,0.68,1.08,0.0886,1.24,Breached,Current,Watch,0
L0630,Multifamily,Northeast,2020-09-11,2025-09-10,Fixed,4.23,6985645.0,6540554.0,18376632.0,853996.0,86.6,0.3559,2.68,0.1306,3.09,Compliant,Current,Pass,0
L0631,Industrial,Midwest,2019-04-29,2024-04-27,Floating,7.12,12898275.0,11864010.0,20872573.0,1247282.0,92.4,0.5684,1.28,0.1051,1.48,Compliant,Current,Pass,0
L0632,Hospitality,West,2020-06-01,2030-05-30,Fixed,6.67,4119705.0,3843403.0,4854158.0,287028.0,63.9,0.7918,0.97,0.0747,1.12,Breached,Current,High Risk,0
L0633,Retail,Southeast,2024-03-09,2027-03-09,Fixed,5.05,11859047.0,11600552.0,17420369.0,1073086.0,90.5,0.6659,1.59,0.0925,1.83,Compliant,Current,Pass,0
L0634,Retail,Southeast,2022-05-21,2027-05-20,Fixed,6.43,8543353.0,8172314.0,13876332.0,689506.0,73.1,0.5889,1.14,0.0844,1.31,Compliant,Current,Watch,0
L0635,Office,Southwest,2021-12-14,2024-12-13,Fixed,7.15,15923932.0,15149636.0,17517611.0,1284906.0,80.0,0.8648,1.03,0.0848,1.19,Compliant,Current,High Risk,0
L0636,Multifamily,West,2020-12-19,2030-12-17,Floating,7.11,13710650.0,12881700.0,23076119.0,1582618.0,100.0,0.5582,1.5,0.1229,1.73,Compliant,Current,Pass,0
L0637,Retail,West,2024-01-03,2031-01-01,Fixed,5.59,3758371.0,3668293.0,7420639.0,424636.0,96.9,0.4943,1.8,0.1158,2.07,Compliant,Current,Pass,0
L0638,Multifamily,Southeast,2020-05-09,2027-05-08,Fixed,6.21,3182798.0,2966926.0,4705689.0,281241.0,87.1,0.6305,1.33,0.0948,1.53,Compliant,Current,Pass,0
L0639,Multifamily,Northeast,2024-01-17,2034-01-14,Fixed,6.86,15527660.0,15162653.0,18098724.0,1312942.0,96.0,0.8378,1.1,0.0866,1.26,Compliant,Current,Watch,0
L0640,Multifamily,Southwest,2019-10-16,2024-10-14,Fixed,6.25,24754494.0,22907876.0,39669351.0,2486583.0,94.4,0.5775,1.51,0.1085,1.74,Compliant,Current,Pass,0
L0641,Office,West,2022-03-27,2027-03-26,Fixed,7.33,6915053.0,6602228.0,14530111.0,782231.0,89.8,0.4544,1.41,0.1185,1.62,Compliant,Current,Pass,0
L0642,Multifamily,Southeast,2023-08-22,2028-08-20,Fixed,6.56,6726417.0,6535571.0,6972394.0,447960.0,71.9,0.9373,0.91,0.0685,1.05,Compliant,Current,High Risk,0
L0643,Multifamily,West,2022-05-28,2027-05-27,Floating,7.28,18150268.0,17366177.0,36165724.0,1996688.0,100.0,0.4802,1.37,0.115,1.58,Compliant,Current,Pass,0
L0644,Multifamily,Southwest,2019-07-18,2024-07-16,Fixed,6.94,14618619.0,13484855.0,19473668.0,1141724.0,89.9,0.6925,1.06,0.0847,1.22,Compliant,Current,Watch,0
L0645,Office,Southwest,2019-05-27,2024-05-25,Fixed,5.24,91843075.0,84563064.0,91663963.0,5916394.0,72.1,0.9225,1.16,0.07,1.34,Breached,30-60 Days,High Risk,0
L0646,Hospitality,Midwest,2023-08-13,2033-08-10,Fixed,6.24,39751758.0,38612135.0,41074741.0,3059941.0,61.8,0.94,1.1,0.0792,1.27,Compliant,Current,High Risk,0
L0647,Retail,Southeast,2021-05-15,2031-05-13,Fixed,5.9,12666048.0,11961468.0,13452506.0,1119382.0,76.6,0.8892,1.38,0.0936,1.59,Compliant,Current,High Risk,0
L0648,Industrial,Southwest,2024-07-20,2031-07-19,Floating,7.54,6569918.0,6455439.0,8350594.0,645196.0,89.1,0.7731,1.15,0.0999,1.33,Compliant,Current,Watch,0
L0649,Industrial,Midwest,2022-06-27,2029-06-25,Fixed,6.62,13346154.0,12782764.0,12422904.0,799455.0,85.4,1.029,0.82,0.0625,0.95,Compliant,Current,High Risk,0
L0650,Retail,Midwest,2024-09-10,2031-09-09,Fixed,6.03,18209056.0,17922899.0,18254486.0,1557402.0,88.4,0.9818,1.25,0.0869,1.44,Compliant,90+ Days,High Risk,1
L0651,Office,West,2022-04-16,2025-04-15,Floating,5.45,16443937.0,15710853.0,22164514.0,1552057.0,82.7,0.7088,1.58,0.0988,1.81,Compliant,Current,Pass,0
L0652,Retail,West,2019-08-30,2022-08-29,Fixed,4.76,7500529.0,6929420.0,9442696.0,530517.0,84.9,0.7338,1.4,0.0766,1.61,Compliant,Current,Pass,0
L0653,Retail,Midwest,2021-07-23,2028-07-21,Fixed,6.48,8646771.0,8185389.0,12959149.0,853372.0,99.0,0.6316,1.4,0.1043,1.61,Compliant,Current,Pass,0
L0654,Industrial,West,2023-08-06,2030-08-04,Floating,5.95,6938675.0,6738157.0,12259521.0,724388.0,89.6,0.5496,1.57,0.1075,1.81,Compliant,Current,Pass,0
L0655,Multifamily,Southwest,2021-08-19,2024-08-18,Floating,7.2,13913180.0,13183138.0,19073633.0,1025567.0,89.5,0.6912,0.94,0.0778,1.08,Compliant,Current,High Risk,0
L0656,Office,Northeast,2023-01-24,2033-01-21,Floating,5.12,20584872.0,19858705.0,22400383.0,1219297.0,74.2,0.8865,1.04,0.0614,1.2,Compliant,Current,High Risk,0
L0657,Multifamily,Southwest,2019-01-08,2022-01-07,Fixed,7.63,27082809.0,24812305.0,34001047.0,2165013.0,96.8,0.7298,0.99,0.0873,1.14,Compliant,Current,High Risk,0
L0658,Multifamily,Midwest,2024-01-29,2029-01-27,Fixed,6.8,10812910.0,10562999.0,16172872.0,1161016.0,97.6,0.6531,1.41,0.1099,1.62,Compliant,Current,Pass,0
L0659,Industrial,Midwest,2024-10-26,2031-10-25,Fixed,6.29,14493290.0,14287446.0,18390305.0,1372171.0,98.0,0.7769,1.33,0.096,1.53,Compliant,Current,Watch,0
L0660,Retail,Southwest,2020-08-19,2023-08-19,Fixed,7.71,7327839.0,6855404.0,13843882.0,744767.0,86.0,0.4952,1.22,0.1086,1.41,Compliant,Current,Pass,0
L0661,Multifamily,West,2020-09-20,2023-09-20,Floating,7.45,17060645.0,15978673.0,23784955.0,1481105.0,81.3,0.6718,1.08,0.0927,1.24,Compliant,Current,Watch,0
L0662,Mixed-Use,West,2023-12-16,2028-12-14,Fixed,5.77,12201089.0,11901443.0,19313479.0,1339956.0,82.4,0.6162,1.7,0.1126,1.95,Compliant,Current,Pass,0
L0663,Retail,Midwest,2024-12-14,2031-12-13,Floating,6.67,10966571.0,10828483.0,14115340.0,936789.0,98.8,0.7671,1.13,0.0865,1.3,Compliant,Current,Watch,0
L0664,Multifamily,Southeast,2019-03-13,2024-03-11,Floating,4.83,17911382.0,16447457.0,27646415.0,1969832.0,100.0,0.5949,2.16,0.1198,2.48,Compliant,Current,Pass,0
L0665,Office,West,2023-06-09,2030-06-07,Fixed,7.16,10011264.0,9702862.0,12256081.0,748697.0,80.4,0.7917,0.94,0.0772,1.08,Compliant,Current,High Risk,0
L0666,Office,Southwest,2021-06-12,2026-06-11,Fixed,5.93,33005633.0,31199999.0,36873582.0,2819215.0,74.9,0.8461,1.32,0.0904,1.52,Compliant,Current,Watch,0
L0667,Multifamily,West,2019-09-07,2022-09-06,Floating,4.82,10950051.0,10119167.0,16542399.0,1074624.0,91.9,0.6117,1.92,0.1062,2.2,Compliant,Current,Pass,0
L0668,Office,Southwest,2023-03-23,2033-03-20,Fixed,5.14,13901317.0,13437432.0,13073233.0,938913.0,75.0,1.0279,1.18,0.0699,1.36,Compliant,Current,High Risk,0
L0669,Office,Midwest,2020-07-01,2023-07-01,Floating,7.38,12180877.0,11375938.0,17776431.0,1094549.0,87.5,0.6399,1.13,0.0962,1.3,Compliant,Current,Watch,0
L0670,Multifamily,West,2022-04-14,2032-04-11,Fixed,7.65,14138715.0,13507470.0,19524940.0,1279382.0,85.3,0.6918,1.08,0.0947,1.24,Compliant,Current,Watch,0
L0671,Office,Southwest,2021-05-04,2026-05-03,Fixed,6.22,17954303.0,16949059.0,29069196.0,1471941.0,85.4,0.5831,1.21,0.0868,1.4,Compliant,Current,Pass,0
L0672,Hospitality,Midwest,2022-07-16,2032-07-13,Fixed,5.32,26977047.0,25855098.0,34694655.0,1993874.0,63.8,0.7452,1.26,0.0771,1.45,Compliant,Current,Watch,0
L0673,Office,Southeast,2020-05-23,2023-05-23,Floating,5.32,22309067.0,20806230.0,28021168.0,1769056.0,88.6,0.7425,1.39,0.085,1.6,Compliant,Current,Pass,0
L0674,Retail,Southwest,2020-08-30,2025-08-29,Fixed,7.47,11180410.0,10463638.0,20917446.0,1378471.0,90.4,0.5002,1.53,0.1317,1.76,Compliant,Current,Pass,0
L0675,Multifamily,Southeast,2019-09-27,2022-09-26,Floating,7.0,55249700.0,51093712.0,63604111.0,5669086.0,86.0,0.8033,1.38,0.111,1.58,Compliant,Current,Watch,0
L0676,Mixed-Use,Southeast,2020-02-16,2023-02-15,Fixed,5.9,14308987.0,13299439.0,21143759.0,1301671.0,82.5,0.629,1.44,0.0979,1.66,Compliant,Current,Pass,0
L0677,Office,Northeast,2021-11-22,2028-11-20,Floating,6.09,12017410.0,11424375.0,28232623.0,1485325.0,83.7,0.4047,1.86,0.13,2.14,Compliant,Current,Pass,0
L0678,Multifamily,West,2019-09-06,2022-09-05,Floating,7.2,3951160.0,3651219.0,4344778.0,348983.0,88.0,0.8404,1.15,0.0956,1.33,Compliant,Current,Watch,0
L0679,Mixed-Use,Southwest,2022-03-01,2027-02-28,Fixed,6.78,7254581.0,6920194.0,9443076.0,705488.0,85.2,0.7328,1.31,0.1019,1.5,Compliant,Current,Pass,0
L0680,Hospitality,Southeast,2020-03-30,2023-03-30,Fixed,5.39,43401075.0,40400337.0,55035473.0,3004463.0,63.9,0.7341,1.2,0.0744,1.38,Compliant,90+ Days,Watch,1
L0681,Industrial,Northeast,2024-03-20,2029-03-19,Floating,5.57,14858076.0,14539584.0,25117747.0,1737831.0,100.0,0.5789,1.87,0.1195,2.15,Compliant,Current,Pass,0
L0682,Multifamily,Midwest,2020-08-25,2027-08-24,Fixed,5.22,5711115.0,5344039.0,10036763.0,727834.0,100.0,0.5324,2.27,0.1362,2.61,Compliant,Current,Pass,0
L0683,Office,Southwest,2020-03-23,2025-03-22,Floating,6.18,69803811.0,64961530.0,106664258.0,7090445.0,89.7,0.609,1.54,0.1091,1.77,Compliant,Current,Pass,0
L0684,Industrial,Southeast,2021-12-30,2028-12-28,Fixed,5.58,11968827.0,11393143.0,19766292.0,1342772.0,93.0,0.5764,1.84,0.1179,2.11,Compliant,Current,Pass,0
L0685,Mixed-Use,West,2022-06-07,2029-06-05,Floating,8.06,18033507.0,17260388.0,24055574.0,1426729.0,81.8,0.7175,0.89,0.0827,1.03,Compliant,Current,High Risk,0
L0686,Retail,Northeast,2021-01-14,2028-01-13,Floating,6.15,27488436.0,25849974.0,32538060.0,2262505.0,80.8,0.7945,1.24,0.0875,1.42,Compliant,Current,Watch,0
L0687,Retail,Southeast,2023-06-11,2028-06-09,Floating,5.48,20824750.0,20184603.0,44225438.0,2679080.0,99.3,0.4564,2.11,0.1327,2.42,Compliant,Current,Pass,0
L0688,Multifamily,West,2022-04-07,2029-04-05,Fixed,5.13,18440185.0,17612650.0,50730569.0,2089666.0,99.4,0.3472,2.01,0.1186,2.31,Compliant,Current,Pass,0
L0689,Industrial,Southeast,2021-09-14,2031-09-12,Fixed,6.03,15778571.0,14964137.0,25694406.0,1715523.0,100.0,0.5824,1.65,0.1146,1.9,Compliant,Current,Pass,0
L0690,Office,Southwest,2022-06-29,2029-06-27,Fixed,4.56,29901348.0,28641068.0,42658904.0,2129381.0,76.0,0.6714,1.42,0.0743,1.63,Compliant,Current,Pass,0
L0691,Multifamily,Southwest,2019-11-15,2024-11-13,Fixed,6.15,10510500.0,9736812.0,13206454.0,978881.0,77.9,0.7373,1.42,0.1005,1.64,Compliant,90+ Days,Pass,1
L0692,Multifamily,Southwest,2022-09-22,2029-09-20,Fixed,5.0,14050286.0,13497359.0,19071234.0,1045535.0,79.8,0.7077,1.35,0.0775,1.55,Compliant,Current,Pass,0
L0693,Retail,Northeast,2020-05-29,2027-05-28,Fixed,7.24,10971684.0,10234748.0,19865183.0,852673.0,87.5,0.5152,1.0,0.0833,1.15,Compliant,Current,Watch,0
L0694,Multifamily,Southwest,2023-04-27,2030-04-25,Floating,6.7,11191742.0,10831154.0,21373388.0,1048928.0,87.8,0.5068,1.26,0.0968,1.44,Compliant,30-60 Days,Pass,0
L0695,Office,West,2023-11-23,2026-11-22,Fixed,8.11,10584504.0,10316556.0,8233606.0,532111.0,72.9,1.253,0.55,0.0516,0.64,Breached,90+ Days,High Risk,1
L0696,Retail,Southeast,2020-03-19,2023-03-19,Fixed,5.99,6910692.0,6430390.0,10620898.0,708186.0,89.8,0.6054,1.6,0.1101,1.84,Compliant,Current,Pass,0
L0697,Multifamily,Midwest,2024-10-01,2031-09-30,Floating,3.78,6969502.0,6864787.0,14749654.0,771204.0,100.0,0.4654,2.58,0.1123,2.97,Compliant,Current,Pass,0
L0698,Retail,West,2023-03-20,2028-03-18,Fixed,7.51,8288313.0,8010916.0,12152400.0,672617.0,81.4,0.6592,0.97,0.084,1.12,Compliant,Current,High Risk,0
L0699,Office,West,2023-10-26,2030-10-24,Fixed,6.65,6760659.0,6583289.0,7109418.0,461596.0,67.6,0.926,0.92,0.0701,1.05,Compliant,90+ Days,High Risk,1
L0700,Retail,Southwest,2021-11-23,2026-11-22,Floating,7.19,9650529.0,9174612.0,11017836.0,812566.0,81.6,0.8327,1.07,0.0886,1.23,Breached,Current,Watch,0
L0701,Retail,Northeast,2023-12-24,2028-12-22,Floating,5.7,3261674.0,3182429.0,4416743.0,238987.0,78.6,0.7205,1.15,0.0751,1.32,Compliant,Current,Watch,0
L0702,Office,Southeast,2022-01-31,2025-01-30,Fixed,6.16,14417771.0,13739465.0,18792470.0,1285641.0,82.7,0.7311,1.32,0.0936,1.52,Compliant,Current,Pass,0
L0703,Multifamily,Northeast,2024-06-09,2027-06-09,Fixed,6.37,15834043.0,15536797.0,29878277.0,1474546.0,92.0,0.52,1.3,0.0949,1.49,Compliant,Current,Pass,0
L0704,Office,Southeast,2022-11-14,2032-11-11,Floating,6.39,27812970.0,26766897.0,40694987.0,2760870.0,93.0,0.6577,1.4,0.1031,1.62,Compliant,Current,Pass,0
L0705,Office,Southeast,2021-05-23,2031-05-21,Fixed,4.64,26053948.0,24611488.0,31246407.0,2243559.0,83.9,0.7877,1.71,0.0912,1.97,Compliant,Current,Watch,0
L0706,Mixed-Use,Northeast,2021-11-17,2028-11-15,Fixed,8.69,16691690.0,15865245.0,23756061.0,1656222.0,99.5,0.6678,1.04,0.1044,1.2,Compliant,Current,Watch,0
L0707,Multifamily,West,2023-07-20,2028-07-18,Fixed,6.95,6483797.0,6292801.0,7731631.0,571751.0,80.8,0.8139,1.14,0.0909,1.31,Compliant,Current,Watch,0
L0708,Industrial,Southeast,2024-10-04,2031-10-03,Fixed,6.58,17148654.0,16892693.0,18549272.0,1360583.0,68.0,0.9107,1.06,0.0805,1.22,Compliant,Current,High Risk,0
L0709,Multifamily,Northeast,2021-12-11,2028-12-09,Fixed,7.38,6565876.0,6245965.0,7340044.0,599112.0,93.9,0.8509,1.13,0.0959,1.3,Compliant,Current,High Risk,0
L0710,Industrial,Southeast,2024-12-20,2029-12-19,Fixed,6.78,18257972.0,18031673.0,29158957.0,1923837.0,95.0,0.6184,1.37,0.1067,1.57,Compliant,Current,Pass,0
L0711,Industrial,Midwest,2019-12-02,2022-12-01,Floating,5.99,14123255.0,13091522.0,18147871.0,1481756.0,93.0,0.7214,1.64,0.1132,1.89,Compliant,Current,Pass,0
L0712,Retail,West,2022-10-20,2029-10-18,Floating,7.72,16891953.0,16242747.0,22497254.0,1271165.0,87.8,0.722,0.88,0.0783,1.01,Compliant,Current,High Risk,0
L0713,Multifamily,Southwest,2022-06-02,2029-05-31,Fixed,6.97,12165260.0,11641720.0,19131970.0,1208221.0,83.0,0.6085,1.3,0.1038,1.49,Compliant,Current,Pass,0
L0714,Multifamily,Southeast,2019-12-02,2029-11-29,Floating,6.02,7649088.0,7090306.0,15677200.0,1002792.0,96.5,0.4523,2.04,0.1414,2.35,Compliant,Current,Pass,0
L0715,Multifamily,Midwest,2020-08-05,2023-08-05,Floating,7.31,5894076.0,5511365.0,10755969.0,598193.0,97.9,0.5124,1.29,0.1085,1.48,Compliant,Current,Pass,0
L0716,Mixed-Use,Southwest,2019-08-22,2026-08-20,Fixed,5.98,7309601.0,6751107.0,12903101.0,564563.0,75.4,0.5232,1.22,0.0836,1.4,Compliant,Current,Pass,0
L0717,Industrial,Southwest,2022-02-14,2027-02-13,Fixed,6.39,4064777.0,3875414.0,5180708.0,377278.0,91.2,0.748,1.33,0.0974,1.52,Compliant,Current,Pass,0
L0718,Mixed-Use,Southeast,2024-03-12,2029-03-11,Floating,7.14,23503725.0,22993727.0,39218275.0,2220954.0,82.7,0.5863,1.18,0.0966,1.35,Compliant,Current,Pass,0
L0719,Office,Northeast,2022-06-21,2025-06-20,Fixed,7.43,32377090.0,31003947.0,43155434.0,2649422.0,72.6,0.7184,1.0,0.0855,1.15,Compliant,Current,High Risk,0
L0720,Industrial,Southeast,2023-04-03,2028-04-01,Floating,6.02,13559943.0,13112353.0,11759060.0,932038.0,84.7,1.1151,1.03,0.0711,1.18,Compliant,Current,High Risk,0
L0721,Mixed-Use,Midwest,2023-04-15,2028-04-13,Fixed,6.53,13747883.0,13299513.0,15345181.0,1076445.0,85.1,0.8667,1.08,0.0809,1.24,Compliant,Current,High Risk,0
L0722,Office,Southwest,2021-10-22,2026-10-21,Floating,8.41,55918733.0,53102268.0,62520673.0,5043036.0,80.1,0.8494,0.98,0.095,1.13,Compliant,30-60 Days,High Risk,0
